abuzhabi 阿布扎比
dangwairenshi 党外人士
dangweishuji 党委书记
dangweiweiyuan 党委委员
dangwuzhiji 当务之急
dangyuanganbu 党员干部
dangzhengbumen 党政部门
dangzhengjiguan 党政机关
dangzhiwukui 当之无愧
danhexibao 单核细胞
danhuachuli 淡化处理
daniansanshi 大年三十
danjingjielv 殚精竭虑
danjingshoupa 担惊受怕
danqiangpima 单枪匹马
danshihujiang 箪食壶浆
danwanzhidi 弹丸之地
danweimingcheng 单位名称
danweitiji 单位体积
danweixiangliang 单位向量
danwushijian 耽误时间
danxiadimao 丹霞地貌
danxunhuansai 单循环赛
danyanghuawu 氮氧化物
danyuanceshi 单元测试
danyuanruci 但愿如此
daobushiyi 道不拾遗
daochudanwei 导出单位
daociweizhi 到此为止
daodanbudui 导弹部队
daodebaihuai 道德败坏
daodefengshang 道德风尚
daodeguannian 道德观念
daodeguifan 道德规范
daodejiaoyu 道德教育
daodepinzhi 道德品质
daodesuzhi 道德素质
daodewenzhang 道德文章
daodexingwei 道德行为
daodexiuyang 道德修养
daogenghuozhong 刀耕火种
daoguangjianying 刀光剑影
daohangxitong 导航系统
daojishipai 倒计时牌
daolaizhiji 到来之际
daolujiaotong 道路交通
daolusheji 道路设计
daomaoanran 道貌岸然
daoqiangburu 刀枪不入
daotingtushuo 道听途说
daoxingnishi 倒行逆施
dapiandapian 大片大片
dapingpangqiu 打乒乓球
dapochanggui 打破常规
daqianshijie 大千世界
daqiaoruozhuo 大巧若拙
daqidaluo 大起大落
daqihuanjing 大气环境
daqingyoutian 大庆油田
daqipangbo 大气磅礴
daqiwuran 大气污染
daqixianxiang 大气现象
daqizhiliang 大气质量
daquanpangluo 大权旁落
daquanzaiwo 大权在握
dasaoweisheng 打扫卫生
dashafengjing 大煞风景
dashidafei 大是大非
dashisuoqu 大势所趋
dashisuowang 大失所望
dashiyiqu 大势已去
dashouhuanying 大受欢迎
dasixuanyang 大肆宣扬
datingguangzhong 大庭广众
datingyixia 打听一下
datishuolai 大体说来
datixiangdang 大体相当
datiyizhi 大体一致
datongxiaoyi 大同小异
datuitanggu 打退堂鼓
daweigaiguan 大为改观
dawoerzu 达斡尔族
daxiangjingting 大相径庭
daxianshenshou 大显身手
daxianshenwei 大显神威
daxiaobuyi 大小不一
daxiebakuai 大卸八块
daxiezimu 大写字母
daxinganling 大兴安岭
daxingchaoshi 大型超市
daxingfanchuan 大型帆船
daxingqidao 大行其道
daxingshangchang 大型商场
daxingtumu 大兴土木
daxingxiangmu 大型项目
daxiongxingzuo 大熊星座
daxuebenke 大学本科
daxuebiye 大学毕业
daxuefenfei 大雪纷飞
daxuelaoshi 大学老师
daxuexiaoyuan 大学校园
dayilinran 大义凛然
dayimieqin 大义灭亲
dayingdiguo 大英帝国
dayinshuchu 打印输出
dayinwenjian 打印文件
dayinxinxi 打印信息
dayinzhiliang 打印质量
dayoukewei 大有可为
dayourenzai 大有人在
dayuqingpen 大雨倾盆
dayuruzhu 大雨如注
dayuzhishui 大禹治水
dazhengfangzhen 大政方针
dazhiruoqu 大直若屈
dazhishuolai 大致说来
dazhongchengshi 大中城市
dazhongchuanbo 大众传播
dazhongchuanmei 大众传媒
dazhongwenhua 大众文化
dazhongxiaoxing 大中小型
dazhongxuesheng 大中学生
dazhuanyuanxiao 大专院校
dazisudu 打字速度
debuchangshi 得不偿失
decaijianbei 德才兼备
dechangsuyuan 得偿夙愿
dechujielun 得出结论
decunjinchi 得寸进尺
dedaoduozhu 得道多助
degangaoyuan 德干高原
degaowangzhong 德高望重
deguokelong 德国科隆
deguolianbang 德国联邦
deguozhengfu 德国政府
deguozongli 德国总理
deleisidun 德累斯顿
delizhushou 得力助手
delongwangzun 德隆望尊
demiteli 德米特里
dengchashulie 等差数列
dengexuanju 等额选举
dengguangxiaoguo 灯光效果
denghouduoshi 等候多时
dengjiaguanxi 等价关系
dengjisenyan 等级森严
dengjishouxu 登记手续
dengjizhidu 等级制度
dengjizhuce 登记注册
denglizitai 等离子态
dengliziti 等离子体
dengmenbaifang 登门拜访
dengshansheshui 登山涉水
dengweijiyin 等位基因
dengxianshizhi 等闲视之
dengxiaodianlu 等效电路
dengzhixiantu 等值线图
deshixiangdang 得失相当
detianduhou 得天独厚
dexinyingshou 得心应手
deyiwangxing 得意忘形
deyiyangyang 得意扬扬
dezhitimei 德智体美
diancifushe 电磁辐射
dianciganrao 电磁干扰
dianciganying 电磁感应
diancizhendang 电磁振荡
diandaoheibai 颠倒黑白
diandiandidi 点点滴滴
diandonglixue 电动力学
diandongqiche 电动汽车
diandongwanju 电动玩具
dianganxianquan 电感线圈
dianhezhuanyi 电荷转移
dianhuachuanzhen 电话传真
dianhuagongsi 电话公司
dianhuahaoma 电话号码
dianhualuyin 电话录音
dianhuozhuangzhi 点火装置
dianjidianli 奠基典礼
dianjingzhibi 点睛之笔
dianjiyishi 奠基仪式
dianlaidaoqu 颠来倒去
dianlifushe 电离辐射
dianligongcheng 电力工程
dianligongye 电力工业
dianligongying 电力供应
dianlihangye 电力行业
dianlijiche 电力机车
dianlishebei 电力设备
dianlixitong 电力系统
dianlufangzhen 电路仿真
dianlusheji 电路设计
dianluxitong 电路系统
dianmiangonglu 滇缅公路
diannaoruanjian 电脑软件
diannaowangluo 电脑网络
diannaoyouxi 电脑游戏
dianpeiliuli 颠沛流离
dianpubupo 颠扑不破
dianqigongcheng 电气工程
dianqishebei 电气设备
dianqixitong 电气系统
dianqiyuanjian 电器元件
dianreshuihu 电热水壶
dianreshuiqi 电热水器
dianshichengjin 点石成金
dianshidianhua 电视电话
dianshiguangbo 电视广播
dianshijiemu 电视节目
dianshijizhe 电视记者
dianshipindao 电视频道
dianshipingmu 电视屏幕
dianshishukan 电视书刊
dianshixinhao 电视信号
dianshixinwen 电视新闻
dianshizhibo 电视直播
dianshizhuanbo 电视转播
diantaijiemu 电台节目
dianxingongsi 电信公司
dianxingrenwu 典型人物
dianxingshifan 典型示范
dianyingjuben 电影剧本
dianyingmingxing 电影明星
dianyingpiaofang 电影票房
dianyongzhuangzhi 电泳装置
dianyuanchatou 电源插头
dianyuankaiguan 电源开关
dianyuanmokuai 电源模块
dianzhangzhidu 典章制度
dianzibiaoge 电子表格
dianzibiaoqian 电子标签
dianzichanpin 电子产品
dianzidiangong 电子电工
dianzidianlu 电子电路
dianzidianqi 电子电器
dianziditu 电子地图
dianziganrao 电子干扰
dianzihangye 电子行业
dianzihuobi 电子货币
dianzijingji 电子竞技
dianziqijian 电子器件
dianzishangcheng 电子商城
dianzishangwu 电子商务
dianzishebei 电子设备
dianzisheji 电子设计
dianzishichang 电子市场
dianzishoubiao 电子手表
dianzitianping 电子天平
dianziwanju 电子玩具
dianzixianlu 电子线路
dianzixinxi 电子信息
dianzixinxiang 电子信箱
dianziyinyue 电子音乐
dianziyiqi 电子仪器
dianziyoujian 电子邮件
dianziyouxi 电子游戏
dianziyouxiang 电子邮箱
dianziyuanjian 电子元件
dianziyueqi 电子乐器
dianzizazhi 电子杂志
dianzizhengwu 电子政务
dianzizixuan 电子自旋
diaochabaogao 调查报告
diaochaguocheng 调查过程
diaochaheshi 调查核实
diaochajieguo 调查结果
diaochaquzheng 调查取证
diaochaxiaozu 调查小组
diaochongxiaoji 雕虫小技
diaolanyuqi 雕栏玉砌
diaolianghuadong 雕梁画栋
diaosugongyuan 雕塑公园
diaoyiqingxin 掉以轻心
diaoyonghanshu 调用函数
dibashijiu 第八十九
dichuqingxu 抵触情绪
didangbuzhu 抵挡不住
didawubo 地大物博
diduishili 敌对势力
diduixingdong 敌对行动
diedangqifu 跌宕起伏
dierchanye 第二产业
dierguoji 第二国际
dierjieduan 第二阶段
dierpaobing 第二炮兵
dierrencheng 第二人称
diershiba 第二十八
diershici 第二十次
diershier 第二十二
diershijiu 第二十九
diershiliu 第二十六
diershiqi 第二十七
diershisan 第二十三
diershisi 第二十四
diershitiao 第二十条
diershiwu 第二十五
diershiyi 第二十一
diershizhang 第二十章
dierxingzheng 第二性征
dieryuyan 第二语言
difangfenquan 地方分权
difangguanli 地方官吏
difangsecai 地方色彩
difangzhuyi 地方主义
difutianfan 地覆天翻
diguangrenxi 地广人稀
diguoshidai 帝国时代
diguozhuyi 帝国主义
dihejingang 低合金钢
dijiaoguoshu 递交国书
dijiquwei 低级趣味
dijiutianchang 地久天长
dijiyuyan 低级语言
dikangnengli 抵抗能力
dikangyundong 抵抗运动
dikongdaodan 地空导弹
diliboli 的黎波里
dilihuanjing 地理环境
diliushisi 第六十四
diliushiwu 第六十五
diliweizhi 地理位置
dilixinxi 地理信息
dilixuejia 地理学家
dilizhishi 地理知识
dimeishunyan 低眉顺眼
dimianbudui 地面部队
dimianwendu 地面温度
dimofugai 地膜覆盖
dingbenxiangjiao 丁苯橡胶
dingdingdangdang 叮叮当当
dinghaishenzhen 定海神针
dingjiangaoshou 顶尖高手
dingjingxiangjiao 丁腈橡胶
dingliangfenxi 定量分析
dingliangpeiji 定量配给
dinglimobai 顶礼膜拜
dingqijiancha 定期检查
dingqiweihu 定期维护
dingshengshiqi 鼎盛时期
dingshizhadan 定时炸弹
dingtianlidi 顶天立地
dingweijingdu 定位精度
dingweixitong 定位系统
dingxiangxuanze 定向选择
dingxingfenxi 定性分析
dingyuyizun 定于一尊
dingzhouzhuandong 定轴转动
dingzuzhishi 鼎足之势
diniebohe 第聂伯河
dipiliumang 地痞流氓
diqiangworuo 敌强我弱
diqishihui 第七十回
diqishisi 第七十四
diqiubiaomian 地球表面
diqiuhuaxue 地球化学
diqiukexue 地球科学
diqiyaqu 低气压区
diquchongtu 地区冲突
diqueruci 的确如此
direnyideng 低人一等
direziyuan 地热资源
disanchanye 第三产业
disanguoji 第三国际
disanjidu 第三季度
disanjieduan 第三阶段
disanrencheng 第三人称
disanshiba 第三十八
disanshier 第三十二
disanshijie 第三世界
disanshijiu 第三十九
disanshisan 第三十三
disanshisi 第三十四
disanshiyi 第三十一
dishengxiaqi 低声下气
dishengxiyu 低声细语
dishibaci 第十八次
dishibajie 第十八届
dishibatiao 第十八条
dishibazhang 第十八章
dishierci 第十二次
dishierhui 第十二回
dishierjie 第十二届
dishierjuan 第十二卷
dishiertiao 第十二条
dishierye 第十二夜
dishierzhang 第十二章
dishijiujie 第十九届
dishijiuzhang 第十九章
dishiliuci 第十六次
dishiliuhui 第十六回
dishiliuzhang 第十六章
dishiqici 第十七次
dishiqihui 第十七回
dishiqitiao 第十七条
dishiqizhang 第十七章
dishisanci 第十三次
dishisange 第十三个
dishisanhui 第十三回
dishisanjie 第十三届
dishisanjuan 第十三卷
dishisantiao 第十三条
dishisanzhang 第十三章
dishisici 第十四次
dishisijie 第十四届
dishisijuan 第十四卷
dishisitiao 第十四条
dishisizhang 第十四章
dishiwuci 第十五次
dishiwutiao 第十五条
dishiwuzhang 第十五章
dishiyici 第十一次
dishiyijie 第十一届
dishiyijuan 第十一卷
dishiyitiao 第十一条
dishiyizhang 第十一章
dishouruzhe 低收入者
dishuichengbing 滴水成冰
disijidu 第四季度
disishihui 第四十回
disishiliu 第四十六
disishiyi 第四十一
diuxiabuguan 丢下不管
diwadiqu 低洼地区
diwangjiangxiang 帝王将相
diweishuji 地委书记
diwomaodun 敌我矛盾
diwushiwu 第五十五
dixiashuiwei 地下水位
dixiatiedao 地下铁道
dixiatongdao 地下通道
dixiatouqu 低下头去
diyadianqi 低压电器
diyibaihui 第一百回
diyichanye 第一产业
diyifenzhong 第一分钟
diyiguoji 第一国际
diyijieduan 第一阶段
diyinchanghao 低音长号
diyinqianchang 低吟浅唱
diyintiqin 低音提琴
diyirencheng 第一人称
diyishuji 第一书记
diyiyinxiang 第一印象
diyuwaiwu 抵御外侮
diyuzhengchang 低于正常
dizhenliedu 地震烈度
dizhenyubao 地震预报
dizhenzhenji 地震震级
dizhigongyuan 地质公园
dizhikantan 地质勘探
dizhikuangchan 地质矿产
dizhiniandai 地质年代
dizhixuejia 地质学家
dizhizaihai 地质灾害
dizhujieji 地主阶级
dongbeidiqu 东北地区
dongbeifangxiang 东北方向
dongbeipingyuan 东北平原
dongbeisansheng 东北三省
dongbenxizou 东奔西走
dongchanganjie 东长安街
dongchongxiacao 冬虫夏草
dongdangbuan 动荡不安
dongdaoxiwai 东倒西歪
dongfangguangchang 东方广场
dongfangmingzhu 东方明珠
dongfangwenhua 东方文化
dongfenghuayu 东风化雨
donghanshiqi 东汉时期
donghuadianying 动画电影
donghuaduanpian 动画短片
donghuasheji 动画设计
donghuayingpian 动画影片
dongjiaominxiang 东交民巷
dongjinshiqi 东晋时期
dongjiyundong 冬季运动
donglaxiche 东拉西扯
dongliangdingli 动量定理
dongliangzhicai 栋梁之材
donglidianchi 动力电池
donglijixie 动力机械
donglisahu 洞里萨湖
donglixitong 动力系统
donglizhuangzhi 动力装置
dongmaiyinghua 动脉硬化
dongmengguojia 东盟国家
dongnanbanbi 东南半壁
dongnandiqu 东南地区
dongnanxibei 东南西北
dongnengdingli 动能定理
dongnuanxialiang 冬暖夏凉
dongnuoxijie 东挪西借
dongouguojia 东欧国家
dongoupingyuan 东欧平原
dongrenxinpo 动人心魄
dongrenxinxian 动人心弦
dongshaqundao 东沙群岛
dongshoudongjiao 动手动脚
dongtaibianhua 动态变化
dongtaifenxi 动态分析
dongtaipingheng 动态平衡
dongtaixiaoguo 动态效果
dongtanbude 动弹不得
dongtiaoyingji 东条英机
dongwuxibao 动物细胞
dongwuxuejia 动物学家
dongwuyiyuan 动物医院
dongxinanbei 东西南北
dongxinrenxing 动心忍性
dongyadiqu 东亚地区
dongyageguo 东亚各国
dongyaobuding 动摇不定
dongyuanqunzhong 动员群众
dongzhangxiwang 东张西望
dongzhiyiqing 动之以情
dongzhongxibu 东中西部
dongzhoushiqi 东周时期
dongzuosudu 动作速度
doukezhiwu 豆科植物
douleizhiwu 豆类植物
dousoujingshen 抖擞精神
douzhengxingshi 斗争形式
douzheshexing 斗折蛇行
douzhiangyang 斗志昂扬
douzhidouyong 斗智斗勇
duanbicanyuan 断壁残垣
duanduanjitian 短短几天
duanduanxuxu 断断续续
duanduanzhengzheng 端端正正
duanjihuazhou 断齑画粥
duanjingtuiyuan 断井颓垣
duanjueguanxi 断绝关系
duanlianshenti 锻炼身体
duanmuhongliang 端木蕻良
duanpianxiaoshuo 短篇小说
duanqidaikuan 短期贷款
duanrancuoshi 断然措施
duanxianfengzheng 断线风筝
duanxiaojinghan 短小精悍
duanzhangquyi 断章取义
duanzijuesun 断子绝孙
ducaitongzhi 独裁统治
dudaojianjie 独到见解
dudaozhichu 独到之处
duguonanguan 渡过难关
duibenerfen 对苯二酚
duichuangyeyu 对床夜语
duierjiaben 对二甲苯
duihaoruzuo 对号入座
duihuamaoyi 对华贸易
duijiqilai 堆积起来
duijirushan 堆积如山
duijiudangge 对酒当歌
duilitongyi 对立统一
duishuhanshu 对数函数
duiwaijingmao 对外经贸
duiwaikaifang 对外开放
duiwailaowu 对外劳务
duiwaimaoyi 对外贸易
duiyingyigou 对映异构
duizhengxiayao 对症下药
dujiangyanshi 都江堰市
dujiangzhanyi 渡江战役
dujiaxinwen 独家新闻
dujujiangxin 独具匠心
dujutese 独具特色
dulandaquan 独揽大权
duliguojia 独立国家
dulijingshen 独立精神
dulisikao 独立思考
dulixingshi 独立行使
dulixuanyan 独立宣言
dulizhanzheng 独立战争
dulizizhu 独立自主
dumaixinwen 读卖新闻
dunhuangshiku 敦煌石窟
dunkaimaose 顿开茅塞
dunkeerke 敦刻尔克
dunzushise 顿足失色
duobianmaoyi 多边贸易
duocaiduoyi 多才多艺
duocaiduozi 多彩多姿
duochangshijian 多长时间
duochangxieda 度长絜大
duochoushangan 多愁善感
duodanghezuo 多党合作
duodeliangli 度德量力
duoduobiren 咄咄逼人
duoduoshanshan 躲躲闪闪
duoduoshaoshao 多多少少
duoduosuosuo 哆哆嗦嗦
duoduoyishan 多多益善
duojingruluan 多精入卵
duokuaihaosheng 多快好省
duokuangerchu 夺眶而出
duolaoduode 多劳多得
duolianshi 多利安式
duominijia 多米尼加
duominike 多米尼克
duopingfangmi 多平方米
duoshaonianlai 多少年来
duoxingqiti 惰性气体
duoyinjieci 多音节词
duoyuanhuigui 多元回归
duoyuanzhineng 多元智能
duozhongchanpin 多种产品
duozhongduoyang 多种多样
duozhongjingying 多种经营
duozhongshouduan 多种手段
duozhongxingshi 多种形式
duozhongyingyang 多种营养
duozhongyuyan 多种语言
duoziduocai 多姿多彩
dupinzousi 毒品走私
dupixijing 独辟蹊径
duqushuju 读取数据
dushanqishen 独善其身
dushengzinv 独生子女
dushubiji 读书笔记
dushuyizhi 独树一帜
duwanjuanshu 读万卷书
duwusiren 睹物思人
duxienengli 读写能力
duxingqidao 独行其道
duyiwuer 独一无二
duzhifanzui 渎职犯罪
duzhihuishi 都指挥使
ebadizhu 恶霸地主
edingdianliu 额定电流
edinggonglv 额定功率
eerduosi 鄂尔多斯
eerninuo 厄尔尼诺
eguaduoer 厄瓜多尔
ehaiezhou 俄亥俄州
elegangzhou 俄勒冈州
elieyingxiang 恶劣影响
elunchunzu 鄂伦春族
eluosizu 俄罗斯族
emituofo 阿弥陀佛
enuoduozi 婀娜多姿
epanggongfu 阿房宫赋
erbaiqishi 二百七十
erbaiwushi 二百五十
ercifangcheng 二次方程
ercigeming 二次革命
ercihanshu 二次函数
ercinengyuan 二次能源
ercongmuming 耳聪目明
erfenyinfu 二分音符
erfenzhiyi 二分之一
erhuameishuo 二话没说
erliuhuatan 二硫化碳
erlvjiawan 二氯甲烷
ermuyixin 耳目一新
ershibaxiu 二十八宿
ershiduonian 二十多年
ershierge 二十二个
ershierri 二十二日
ershijisui 二十几岁
ershijiunian 二十九年
ershiqinian 二十七年
ershiqisui 二十七岁
ershisannian 二十三年
ershisanri 二十三日
ershishiji 二十世纪
ershisinian 二十四年
ershisishi 二十四史
ershisixiao 二十四孝
ershiwunian 二十五年
ershiwuri 二十五日
ershiyinian 二十一年
ershiyiri 二十一日
ershiyitiao 二十一条
ersunmantang 儿孙满堂
ertimianming 耳提面命
ertongjiaoyu 儿童教育
ertongleyuan 儿童乐园
ertongwanju 儿童玩具
ertongyiyuan 儿童医院
erwenmudu 耳闻目睹
eryanghuadan 二氧化氮
eryanghuagui 二氧化硅
eryanghualiu 二氧化硫
eryanghuameng 二氧化锰
eryanghuatan 二氧化碳
eryuwozha 尔虞我诈
erzhezhijian 二者之间
erzhongquanhui 二中全会
ewenkezu 鄂温克族
exingjingzheng 恶性竞争
exingpengzhang 恶性膨胀
exingxunhuan 恶性循环
exingzhongliu 恶性肿瘤
eyichengxu 恶意程序
eyufengcheng 阿谀奉承
eyufengying 阿谀逢迎
eyushangren 恶语伤人
fabiaoshengming 发表声明
fabiaotanhua 发表谈话
fabiaowenzhang 发表文章
fabiaoyanshuo 发表演说
fabiaoyijian 发表意见
fabiaoyilun 发表议论
fabuegui 法不阿贵
fabumingling 发布命令
fabuzezhong 法不责众
facaizhifu 发财致富
fachushengxiang 发出声响
fachushengyin 发出声音
fadaguojia 发达国家
fadianjizu 发电机组
fadiannengli 发电能力
fadianshebei 发电设备
fadingchengxu 法定程序
fadingdaili 法定代理
fadingjicheng 法定继承
fadingqixian 法定期限
fadingtiaojian 法定条件
fadongqunzhong 发动群众
fadongzhanzheng 发动战争
fafangdaikuan 发放贷款
fafentuqiang 发愤图强
faguangqiangdu 发光强度
faguobali 法国巴黎
faguodianying 法国电影
faguozhengfu 法国政府
faguozongli 法国总理
fahaoshiling 发号施令
fahuisuochang 发挥所长
fahuizuoyong 发挥作用
fajiazhifu 发家致富
fajuechulai 发掘出来
falankefu 法兰克福
faluoqundao 法罗群岛
falvchangshi 法律常识
falvfagui 法律法规
falvguwen 法律顾问
falvrenke 法律认可
falvshiwu 法律事务
falvshouduan 法律手段
falvtiaowen 法律条文
falvwenshu 法律文书
falvxiaoli 法律效力
falvyiju 法律依据
falvyishi 法律意识
falvyiwu 法律义务
falvyuanzhu 法律援助
falvzeren 法律责任
falvzhicai 法律制裁
falvzixun 法律咨询
famingchuangzao 发明创造
famingzhuanli 发明专利
famugongren 伐木工人
fanbaiweisheng 反败为胜
fanchangxianxiang 反常现象
fanchudongwu 反刍动物
fandongfenzi 反动分子
fandongjituan 反动集团
fandongshili 反动势力
fandulinlun 反杜林论
fanersaigong 凡尔赛宫
fanfanertan 泛泛而谈
fanfanfufu 反反复复
fanfaxisi 反法西斯
fanfuchanglian 反腐倡廉
fanfuqiangdiao 反复强调
fanfutuiqiao 反复推敲
fanfuwuchang 反复无常
fanfuyanjiu 反复研究
fanfuzhengming 反复证明
fanfuzouzu 贩夫走卒
fangansheji 方案设计
fangbiankuaijie 方便快捷
fangbingzhibing 防病治病
fangbushengfang 防不胜防
fangcunzhijian 方寸之间
fangdanboli 防弹玻璃
fangdaxishu 放大系数
fangdumianju 防毒面具
fangfancuoshi 防范措施
fangfangmianmian 方方面面
fanghanbaonuan 防寒保暖
fanghongkangzai 防洪抗灾
fanghulindai 防护林带
fanghuyongpin 防护用品
fangkuanzhengce 放宽政策
fanglangxinghai 放浪形骸
fangmiandaer 方面大耳
fangminzhikou 防民之口
fangnengfanying 放能反应
fangongdaosuan 反攻倒算
fangpinwenku 访贫问苦
fangrefanying 放热反应
fangshezhiliao 放射治疗
fangshouzhanshu 防守战术
fangshuicailiao 防水材料
fangsongyaoqiu 放松要求
fangweibiaozhi 防伪标志
fangwenkongzhi 访问控制
fangwuchuzu 房屋出租
fangwujianzhu 房屋建筑
fangwujiegou 房屋结构
fangwumaimai 房屋买卖
fangxingweiai 方兴未艾
fangyanshijie 放眼世界
fangyantuyu 方言土语
fangyanwangqu 放眼望去
fangyugongshi 防御工事
fangyunengli 防御能力
fangzaishouwei 放在首位
fangzaixinshang 放在心上
fangzhengjituan 方正集团
fangzhenjishu 仿真技术
fangzhenzhengce 方针政策
fangzhigongren 纺织工人
fangzhigongye 纺织工业
fangzhixiaoguo 防治效果
fangzhiyinran 纺织印染
fanhuadushi 繁华都市
fanhuashijie 繁华世界
fanhuasijin 繁花似锦
fanhuidimian 返回地面
fanlaifuqu 翻来覆去
fanlanchengzai 泛滥成灾
fanleyifan 翻了一番
fanlongduanfa 反垄断法
fanmaidupin 贩卖毒品
fanmairenkou 贩卖人口
fanmianrenwu 反面人物
fanpuguizhen 返璞归真
fanqingfuming 反清复明
fanqiuzhuji 反求诸己
fanranxingwu 幡然醒悟
fanrongchangsheng 繁荣昌盛
fanrongfuqiang 繁荣富强
fanrongjingji 繁荣经济
fanrongjingxiang 繁荣景象
fanshangzuoluan 犯上作乱
fanshanyueling 翻山越岭
fanshedinglv 反射定律
fanshendaici 反身代词
fanshenjiefang 翻身解放
fanshentoumo 反渗透膜
fanshexishu 反射系数
fansuozhexue 烦琐哲学
fantianfudi 翻天覆地
fantizhongwen 繁体中文
fanyanshengxi 繁衍生息
fanyingshijian 反应时间
fanyingsudu 反应速度
fanyirenyuan 翻译人员
fanzaobuan 烦躁不安
fanzhengeju 藩镇割据
fanzhixingwei 繁殖行为
fanzhiyiran 反之亦然
fanzuianjian 犯罪案件
fanzuifenzi 犯罪分子
fanzuihuodong 犯罪活动
fanzuishishi 犯罪事实
fanzuixianchang 犯罪现场
fanzuixingwei 犯罪行为
fanzuoyongli 反作用力
farendaibiao 法人代表
farenshensi 发人深思
farenshenxing 发人深省
farenzige 法人资格
fasantoujing 发散透镜
fashankechen 乏善可陈
fashechenggong 发射成功
fashegonglv 发射功率
fasheguangpu 发射光谱
fashengbaozha 发生爆炸
fashengbianhua 发生变化
fashengchongtu 发生冲突
fashengqiguan 发声器官
fashengyiwai 发生意外
fashengzhengzhi 发生争执
fasheweixing 发射卫星
fashexitong 发射系统
fasongshuju 发送数据
fasongxinxi 发送信息
fatingdiaocha 法庭调查
fawanghuihui 法网恢恢
faxiancuowu 发现错误
faxianyichang 发现异常
faxianziji 发现自己
faxisidang 法西斯党
faxuezhuanye 法学专业
fayangguangda 发扬光大
fayangminzhu 发扬民主
fayinqiguan 发音器官
fayubuliang 发育不良
fayubuquan 发育不全
fayujieduan 发育阶段
fayujixing 发育畸形
fazhanhuanman 发展缓慢
fazhanqianjing 发展前景
fazhanqianli 发展潜力
fazhanqiantu 发展前途
fazhanqushi 发展趋势
fazhanshitou 发展势头
fazhanzhuangda 发展壮大
fazhijianshe 法制建设
fazifeifu 发自肺腑
fazineixin 发自内心
feichangfuza 非常复杂
feichangganji 非常感激
feichanggaoxing 非常高兴
feichangmingxian 非常明显
feichangrongyi 非常容易
feichangshihe 非常适合
feichangzhongshi 非常重视
feichengzhongqiang 非承重墙
feichufangyao 非处方药
feiduikangxing 非对抗性
feierbaha 费尔巴哈
feifacaozuo 非法操作
feifahuodong 非法活动
feifajiaoyi 非法交易
feifajingying 非法经营
feifajujin 非法拘禁
feifanyingtian 沸反盈天
feifashouru 非法收入
feifazuzhi 非法组织
feifeiyangyang 沸沸扬扬
feifenzhicai 非分之财
feigongyouzhi 非公有制
feiguanxingxi 非惯性系
feihuangtengda 飞黄腾达
feihunshengzi 非婚生子
feijidongche 非机动车
feijingyingxing 非经营性
feijinxinsi 费尽心思
feijiudianchi 废旧电池
feijiujinshu 废旧金属
feijiusuliao 废旧塑料
feijizhizao 飞机制造
feijunshihua 非军事化
feijunshiqu 非军事区
feilaifeiqu 飞来飞去
feiliwushi 非礼勿视
feinijiren 腓尼基人
feinikesi 菲尼克斯
feipinshougou 废品收购
feipinyingqiang 妃嫔媵嫱
feiqinwangshi 废寝忘食
feiqinzoushou 飞禽走兽
feiquanrizhi 非全日制
feishazoushi 飞沙走石
feishengguoji 蜚声国际
feishuichuli 废水处理
feisufazhan 飞速发展
feitamoshu 非他莫属
feitongxiaoke 非同小可
feitongxunchang 非同寻常
feitongyiban 非同一般
feixinggaodu 飞行高度
feixingguidao 飞行轨道
feixingsudu 飞行速度
feiyinglixing 非营利性
feiyisuosi 匪夷所思
feiyuefazhan 飞跃发展
feizhenzouxian 飞针走线
feizhoudalu 非洲大陆
feizhoudiqu 非洲地区
feizhoulianmeng 非洲联盟
feizhouqixing 非周期性
fenbenglixi 分崩离析
fenbianshifei 分辨是非
fenbijishu 奋笔疾书
fenbugushen 奋不顾身
fenbumoshi 分布模式
fencengchouyang 分层抽样
fenchengdengji 分成等级
fendoudaodi 奋斗到底
fendoumubiao 奋斗目标
fenduanjinxing 分段进行
fenerzhizhi 分而治之
fenfanfuza 纷繁复杂
fenfatuqiang 奋发图强
fenfaxiangshang 奋发向上
fenfayouwei 奋发有为
fenfenbiaoshi 纷纷表示
fenfenbuping 愤愤不平
fenfenraorao 纷纷扰扰
fenfenyangyang 纷纷扬扬
fengbixitong 封闭系统
fengcanlusu 风餐露宿
fengchenxiuji 丰臣秀吉
fengchuilangda 风吹浪打
fengchuiyuda 风吹雨打
fengchuiyulin 风吹雨淋
fengcigequ 讽刺歌曲
fengcizuojia 讽刺作家
fengcizuopin 讽刺作品
fengdongshiyan 风洞试验
fengfengkuangqu 峰峰矿区
fengfengyuyu 风风雨雨
fengfuduocai 丰富多彩
fenggegeyi 风格各异
fenggongweiji 丰功伟绩
fengguangxiuli 风光秀丽
fengherili 风和日丽
fenghuanggucheng 凤凰古城
fenghuaxueyue 风花雪月
fenghuazhengmao 风华正茂
fenghuiluzhuan 峰回路转
fengjiandaode 封建道德
fengjiangeju 封建割据
fengjianlijiao 封建礼教
fengjianmixin 封建迷信
fengjianshehui 封建社会
fengjianshidai 封建时代
fengjiansixiang 封建思想
fengjiantongzhi 封建统治
fengjianwangchao 封建王朝
fengjianzhidu 封建制度
fengjianzhuyi 封建主义
fengjingmingsheng 风景名胜
fengjingxiuli 风景秀丽
fengjingyoumei 风景优美
fengkoulangjian 风口浪尖
